ID	B.1	B.2	B.3	B.4	B.5	B.6	B.7	B.8	B.9	B.10	G.1	G.2	G.3	G.4	G.5	G.6	G.7	G.8	G.9	G.10	R.1	R.2	R.3	R.4	R.5	R.6	R.7	R.8	R.9	R.10	H.1	H.2	H.3	H.4	H.5	H.6	H.7	H.8	H.9	H.10	S.1	S.2	S.3	S.4	S.5	S.6	S.7	S.8	S.9	S.10	V.1	V.2	V.3	V.4	V.5	V.6	V.7	V.8	V.9	V.10	OUT.1	OUT.2	OUT.3	OUT.4
data/train/Paphiopedilum/insigne/insigne10.jpg	-0.90391570673	-0.739289191821	-0.699800030764	-0.786548705648	-0.868008836229	-0.926208502064	-0.970376578712	-0.957044485736	-0.892163639791	-0.998834803222	-1.0	-0.999939992199	-0.991821402249	-0.927963547819	-0.787360890302	-0.716856401417	-0.806988946661	-0.84573257468	-0.942699025768	-0.999856194425	-1.0	-1.0	-1.0	-0.997965956536	-0.980802440064	-0.922697336086	-0.885834228018	-0.733107468043	-0.649843941081	-0.994582191344	-0.923634776634	-0.669469789011	-0.999529156103	-0.998183233844	-0.998469348708	-0.996055719207	-0.96087978789	-0.951927162367	-0.961180343762	-0.986330421152	-0.937598672375	-0.978109893546	-0.947601047979	-0.925066186593	-0.892926356589	-0.827745826904	-0.803779654202	-0.716699475066	-0.766579003483	-0.945572450805	-1.0	-1.0	-1.0	-0.997888377277	-0.981064981541	-0.935659042291	-0.886593850258	-0.743788558136	-0.632437117423	-0.993817521272	-1	1	-1	-1
data/train/Paphiopedilum/insigne/insigne15.jpg	-0.802354023373	-0.603700097371	-0.637348100292	-0.76343416093	-0.891505171202	-0.944636813585	-0.972226236236	-0.981008853427	-0.967322315088	-0.921931815899	-0.999159790956	-0.945872963485	-0.878224483488	-0.692856626245	-0.462752668635	-0.693860928532	-0.903839518365	-0.964556661925	-0.956380546108	-0.868082352659	-0.999930104145	-0.996169787052	-0.924034471752	-0.792259929344	-0.581645697369	-0.657170942691	-0.832997575304	-0.949202598937	-0.950170660923	-0.897603416406	-0.947610336791	-0.472361848949	-0.992955450924	-0.995587853621	-0.997755044772	-0.996904488492	-0.998732678551	-0.999514415781	-0.995758518309	-0.997625688666	-0.951051159102	-0.953014450076	-0.937561248775	-0.889230117547	-0.848298880276	-0.746247720578	-0.731051467632	-0.633202099738	-0.736441822447	-0.921399821109	-0.999930079709	-0.996169677567	-0.888993084046	-0.786726104936	-0.601866322394	-0.699358235972	-0.827523641301	-0.946779939094	-0.950199526914	-0.897160521368	-1	1	-1	-1
data/train/Paphiopedilum/insigne/insigne7.jpg	-0.636171680639	-0.411148977605	-0.466112905707	-0.661505872091	-0.79335274626	-0.826946025784	-0.834773561458	-0.751994753525	-0.724501979514	-0.882957992647	-0.954897578518	-0.830237930931	-0.714367228549	-0.547867595651	-0.442198501022	-0.536036974599	-0.632753102431	-0.612399241347	-0.805422647528	-0.98403758119	-0.999580624869	-0.987480348721	-0.913581232046	-0.858580451772	-0.7540649039	-0.494819620564	-0.451729254376	-0.443323786067	-0.709420117911	-0.975619861049	-0.571318470096	-0.527709618759	-0.958746830858	-0.955099922139	-0.968723691931	-0.955239902142	-0.434374426787	-0.957025796662	-0.949021429581	-0.959936377677	-0.834399300941	-0.592479184854	-0.898682026359	-0.872667584454	-0.795219638243	-0.646093421237	-0.672848813832	-0.501804461942	-0.448527495439	-0.769610912343	-0.999650398546	-0.987651497828	-0.874692298675	-0.847552570607	-0.756653303436	-0.610663156163	-0.594487100922	-0.462675162099	-0.524277279211	-0.883361483795	-1	1	-1	-1
data/train/Paphiopedilum/insigne/insigne6.jpg	-0.921748583614	-0.555379746835	-0.0181202891863	-0.145447182331	-0.548699668641	-0.820138114522	-0.912545880177	-0.929336539513	-0.858271015312	-0.804046045362	-0.987867381404	-0.86210207327	-0.698723282851	-0.444779285904	-0.470928912105	-0.740836853371	-0.809463752424	-0.694215267899	-0.619799773256	-0.792776166623	-0.983854057454	-0.955866800057	-0.842084264283	-0.735895514399	-0.622597501626	-0.508581539369	-0.666815445674	-0.721873641743	-0.600270137076	-0.820702402957	-0.552227164254	-0.455177835481	-0.921912350598	-0.965092135998	-0.988060919921	-0.979105297319	-0.802764761794	-0.976004046535	-0.985255801741	-0.978815610521	-0.831652996336	-0.9083221494	-0.841083178336	-0.725341522821	-0.361918604651	0.0880207602749	-0.295587052674	-0.777777777778	-0.961475584619	-0.996556350626	-0.983988253391	-0.957409101303	-0.769546360333	-0.713757808605	-0.634481665194	-0.608984696396	-0.711906564291	-0.70776163346	-0.592387280836	-0.756397590745	-1	1	-1	-1
data/train/Paphiopedilum/insigne/insigne9 v. sanderae.jpg	-0.912048167583	-0.804122038299	-0.516751269036	-0.705305130681	-0.827693543528	-0.849521685545	-0.925377879252	-0.937042299705	-0.898531598902	-0.759688209414	-1.0	-0.999519937592	-0.995340101281	-0.958195713494	-0.681694299341	-0.731972041748	-0.883327185979	-0.835798956852	-0.815991237678	-0.430961340268	-1.0	-0.999028154924	-0.991142674753	-0.951718231453	-0.817488618269	-0.717054949376	-0.878813467315	-0.86635312998	-0.776552831876	-0.598157945057	-0.94898461367	-0.479159222114	-0.981455994205	-0.991954321308	-0.989132375826	-0.993709121773	-0.97135186513	-0.939747091553	-0.929308638484	-0.976487402319	-0.843313776316	-0.940453698516	-0.922401551969	-0.881393624907	-0.748600344531	-0.561088511713	-0.718285082429	-0.827810586177	-0.871680053072	-0.952638640429	-1.0	-0.999542648068	-0.991442972688	-0.96287063378	-0.810604516319	-0.762415665624	-0.881138627543	-0.866770050231	-0.782091330962	-0.585009082507	-1	1	-1	-1
data/train/Paphiopedilum/insigne/insigne12.jpg	-0.540505508749	-0.791220382993	-0.917489616982	-0.95644995483	-0.977608193594	-0.978285110629	-0.966417155574	-0.980353044049	-0.998910743836	-1.0	-0.976474146768	-0.924390170722	-0.855115189843	-0.692760191904	-0.583522598228	-0.750080503097	-0.900412864231	-0.957491702229	-0.971829903345	-0.999664453659	-0.999650520724	-0.996912962698	-0.975183530163	-0.947168397388	-0.916167664671	-0.727278089059	-0.759701798618	-0.828149204828	-0.856717834523	-0.994454713494	-0.775881440762	-0.684049201547	-0.999909453097	-1.0	-0.999795913161	-1.0	-1.0	-1.0	-0.999838419745	-0.997164657338	-0.999118832747	-0.969848984325	-0.961840763185	-0.976914116277	-0.97157622739	-0.94852012905	-0.9429030961	-0.864063867017	-0.655080910749	-0.615161001789	-0.999650398546	-0.996912874457	-0.963779158364	-0.94204768748	-0.915245407805	-0.771696560803	-0.760739218726	-0.826697681736	-0.858218522598	-0.994454890213	-1	1	-1	-1
data/train/Paphiopedilum/fairrieanum/fairrieanum9.jpg	-0.636025338156	-0.520894190198	-0.497369635441	-0.526058378244	-0.631388693644	-0.69403525246	-0.81026559926	-0.928981309433	-0.988897966024	-0.999598208008	-0.6574971853	-0.380059407723	-0.545469674996	-0.576749680561	-0.538099023393	-0.596461652113	-0.778338310707	-0.944073020389	-0.992236890144	-0.998561944251	-0.798070874397	-0.641046162641	-0.359878710501	-0.447221924847	-0.508712911256	-0.531701562961	-0.714802706974	-0.866486866008	-0.956303502656	-0.997896615463	-0.659866472287	-0.615059040268	-0.987142339732	-0.980404879315	-0.986989464017	-0.997678366369	-0.996164685087	-0.993889731917	-0.822988830765	-0.511053226067	-0.920327794218	-0.72353316742	-0.691086178276	-0.686031981362	-0.643195521102	-0.458058633749	-0.598663047849	-0.619969378828	-0.777430284076	-0.900357781753	-0.801775975388	-0.641035902127	-0.0634157777517	-0.399419303751	-0.506149351091	-0.608096100049	-0.713156218834	-0.863938239558	-0.955110958632	-0.997832945601	-1	1	-1	-1
data/train/Paphiopedilum/fairrieanum/fairrieanum4.jpg	-0.986160182301	-0.81746997728	-0.503830179972	-0.41465997944	-0.527864243398	-0.657609014614	-0.752145891737	-0.77030276533	-0.783238023419	-0.934226650863	-0.94367238569	-0.600288037445	-0.740567271344	-0.729067721015	-0.617590279355	-0.639838614968	-0.706568943567	-0.736557610242	-0.811802232855	-0.974594348441	-0.995736352834	-0.938888094898	-0.624561123524	-0.661117653356	-0.693825831483	-0.602713063993	-0.60657201105	-0.691426406179	-0.829959661964	-0.983396009943	-0.881700760495	-0.733949543798	-0.941687794277	-0.858681546847	-0.933212581954	-0.907808677418	-0.784522003035	-0.800829539707	-0.541879582315	-0.782485419884	-0.812135141684	-0.58888295308	-0.583888322234	-0.623933072117	-0.608150301464	-0.615864777669	-0.870778045838	-0.950678040245	-0.987537612244	-0.994566189624	-0.997482869529	-0.946604161903	-0.466768256945	-0.638384608617	-0.712033702521	-0.698535461576	-0.672662605289	-0.682095539898	-0.72463480255	-0.941553268109	-1	1	-1	-1
data/train/Paphiopedilum/fairrieanum/fairrieanum8.jpg	-0.970062509146	-0.87564913989	-0.634517766497	-0.652284975546	-0.827542925997	-0.903515464523	-0.933614635415	-0.934610339928	-0.841303755839	-0.884123189425	-0.902535750895	-0.734165441507	-0.847079242053	-0.861906024735	-0.84595730184	-0.893205538613	-0.932609135365	-0.907823613087	-0.800465017967	-0.885770438367	-0.954288110715	-0.951350578819	-0.928662623683	-0.930842522214	-0.915001457759	-0.896117172909	-0.926680096988	-0.907276354356	-0.682844470404	-0.712409968768	-0.812336920691	-0.935615535492	-0.996776530243	-0.982221645471	-0.987652746244	-0.987443207349	-0.970351348197	-0.950106221548	-0.904384884167	-0.686544800719	-0.927891146472	-0.915254016444	-0.894842103158	-0.876098697448	-0.812984496124	-0.642446345911	-0.747788500201	-0.842793088364	-0.923804108323	-0.966279069767	-0.972101803944	-0.945575120055	-0.879967178525	-0.923219051529	-0.914112930624	-0.912983379957	-0.927015368348	-0.909247210329	-0.709394918835	-0.687912298034	-1	1	-1	-1
data/train/Paphiopedilum/fairrieanum/fairrieanum12.jpg	-0.820939518742	-0.735110353781	-0.621350561452	-0.601320831127	-0.740787227633	-0.799362247393	-0.864021271062	-0.933080118046	-0.985588303065	-0.999116057617	-0.760170730478	-0.734405472711	-0.774470412021	-0.721015453603	-0.655916420622	-0.774591328396	-0.867169559889	-0.896443812233	-0.952921734786	-0.993384943556	-0.830362759488	-0.783735886809	-0.714331311842	-0.77074189059	-0.74307564646	-0.684340902389	-0.804359627007	-0.863990460163	-0.902823662548	-0.980432149914	-0.641648017977	-0.801272125211	-0.984244838827	-0.969504282377	-0.988928288987	-0.997278945529	-0.993696743317	-0.988507840162	-0.95714083739	-0.753140775916	-0.899076977303	-0.872516189558	-0.811083778324	-0.772360478661	-0.686208010336	-0.615163417029	-0.800060313631	-0.852963692038	-0.908735517805	-0.91717352415	-0.831492099007	-0.783100846101	-0.580588442152	-0.748775552101	-0.740390931123	-0.737732433767	-0.807192723165	-0.860994055445	-0.901482457883	-0.980400905064	-1	1	-1	-1
